FONT                                                                   ;ISBOLD;ISITALIC;ONLINE;;ONPAGE;ORDER;PUBLICATION       ;SIZE;TEXT
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;4.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Pflanzenkunde
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;5.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;kann zur Herstellung eine Probe auf
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;6.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Lederbearbeitung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;7.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0 genutzt werden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;8.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;9.0   ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Menchal-Kaktus
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;10.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;11.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Messer, Nähzeug
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;12.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;13.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;–2
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;14.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Messergras-Skalpell
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;15.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;16.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Aus Messergras können Skalpelle gefertigt werden, indem ein Halm mehrfach stabilisierend gefaltet und um sich selbst gewickelt wird, bis nur ein kleiner Teil der scharfen Schneide herausragt. Messergras-Skalpelle eignen sich aufgrund ihrer begrenzten Stabilität und winzigen Reichweite nicht für den Kampf, können aber als Hilfsmittel bei Proben auf
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;17.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Heilkunde Wunden
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;18.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;und zum langsamen Schneiden von Objekten genutzt werden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;19.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;20.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Messergras
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;21.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;22.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;keine
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;23.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;24.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;25.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Narbenpulver
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;26.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;27.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Ein Gemisch aus Tarnelenpulver und Knochenmehl führt dazu, dass offene Wunden zu schwarzen Narben verheilen. So lassen sich Schnitte mit Narbenpulver einreiben und mehr oder weniger ansehnliche Hautverzierungen erzielen. Dank der Tarnele verheilen solche Wunden problemlos. Nach Meisterentscheid kann eine Probe auf
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;28.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Malen & Zeichnen
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;29.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;–1 nötig sein, um das
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;30.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;tatsäch
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;31.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;-lich gewünschte
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;32.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Motiv zu verewigen.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;33.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;34.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Tarnele, Knochenmehl
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;35.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;36.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Messer
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;37.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;38.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;39.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Orazalkleber
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;40.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;41.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Der durch Abkochen aus Orazal gewonnene Kleber trocknet nach etwa 1 Stunde. Der Kleber kann, auf einen Rechtspann aufgetragen, etwa 10 Stein Gewicht an einer Wand oder 5 Stein an der Decke festhalten.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;42.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;43.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Orazal
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;44.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;45.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Kessel (danach ohne Chance auf vollständige Reinigung verklebt)
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;46.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;47.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;–2
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;48.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Praiosmilch
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;49.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;50.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Die Praiosmilch aus Chonchinis lindert den Schmerz bei Praiosbrand und lässt die entstandenen Rötungen schneller abheilen. Zudem schützt sie für bis zu 12 Stunden vor
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;51.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;dem schädlichen Einfluss der Sonne. 1 Stufe
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;52.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Schmerz
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;53.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;, der durch Verbrennungen entstanden ist, kann für 3 Stunden unterdrückt werden. Danach kehrt der Schmerz zurück. Hat der Anwender mehr als 1 Stufe des Zustands durch Praiosbrand erlitten, hat die Praiosmilch keine Wirkung.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;54.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;55.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Chonchinis, Praiosblumenöl, Wasser
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;56.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;57.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Kessel
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;58.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;59.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;60.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Sansaro-Essenz
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;61.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;62.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Die aus Sansaro gewonnene Essenz schützt den Anwender 24 Stunden lang vor der Ansteckung mit Krankheiten. Ausgenommen hiervon sind übernatürliche Krank-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;63.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;heiten. Dafür wird die Pflanze in Alkohol gekocht und
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;64.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;mehrfach gesiebt.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;65.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;66.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Alkohol, Sansaro
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;67.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;68.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Kessel, Sieb
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;69.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;70.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;71.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Sansaro-Paste
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;72.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;73.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Die Sansaro-Paste hält, solange sie am ganzen Körper aufgetragen wird, Insekten fern. Nach 7 Tagen setzt ein leichter Fäulnisgeruch ein, wenn man die Paste immer wieder aufträgt und sich nicht gründlich gewaschen hat. Während dieser Zeit erleidet der Anwender bei allen Teilproben auf
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;74.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;900 ;Die Menchal-Rüstung ist von der Regelung der Preise
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;75.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;900 ;von Pflanzlichen Hilfs
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;76.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;900 ;-mitteln nicht ausgenommen. Allerdings verfällt sie und bietet für einen standesbewussten Krieger nicht den beeindruckendsten Aufzug. Nach Meisterentscheid kostet sie aufgrund der vergleichsweise aufwändigen Herstellung wie eine Lederrüstung 150 Silbertaler.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;77.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Menchal-RüstungNameRüstungsschutzBelastung (Stufe)zusätzliche AbzügeGewichtPreisMenchal-Rüstung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;78.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;31–1 GS, –1 INI5 Stn10 S
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;79.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Anmerkung
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;80.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Die Menchal-Rüstung ist eine Variante der Lederrüstung. Die Menchal-Rüstung verleiht durch natürlichen Verfall jeden Monat 1 RS weniger, bis sie am Ende des dritten Monats nach Herstellung völlig zerfällt.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;81.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Rüstungsvorteil
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;82.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Die Menchal-Rüstung kühlt ihren Träger durch ihre glitschige Innenhaut, wenn sie alle 3 Tage angefeuchtet wird. Dadurch kann 1 Hitzestufe ignoriert werden.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;83.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Rüstungsnachteil
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;84.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Aufgrund des kruden bis glitschigen Aussehens der Rüstung sind Gesellschaftsproben für ihren Träger um –1 erschwert (ausgenommen
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;85.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Menschenkenntnis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;86.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;und
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;87.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;Willenskraft
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;88.0  ;;150   ;-1.0 ;Archiv_der_Kräuter;1000;).
PDTrueTypeFont GUKQNC+Andalus                                          ;false ;false   ;1.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1200;Rezepte
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;2.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;CH bei Gesellschaftstalenten (außer
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;3.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Menschenkenntnis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;4.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;und
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;5.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Willenskraft
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;6.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;) eine Erschwernis von –2. Die Wirkung einer Anwendung der Paste hält bis zu 3 Tage an.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;7.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;8.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Sansaro
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;9.0   ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;10.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;keine
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;11.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;12.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;13.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Scherzschwamm
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;14.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;15.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Der bei Jungmagierinnen beliebte Scherzartikel wird aus dem Zunderschwamm hergestellt. Unter das Kopfkissen gelegt und angezündet, gibt es ein lautes Zischen und das Opfer riecht noch eine Weile nach gekokeltem Zunderschwamm – und danach, worin dieser eingeweicht wurde. Während der Wirkung erleidet das Opfer bei allen Teilproben auf CH bei Gesellschaftstalenten (außer
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;16.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Menschenkenntnis
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;17.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;und
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;18.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Willenskraft
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;19.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;) eine Erschwernis von –1. Das Opfer stinkt 1W6 x 10 Minuten lang.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;20.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;21.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;stinkende Substanzen, Zunderschwamm
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;22.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;23.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;sehr individuell, je nachKreativität
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;24.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;25.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;+/–0
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;26.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Schlängelbeutel
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;27.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;28.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Verflechtet man Braunschlingen oder Krakenseerosen
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;29.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;-
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;30.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;tentakel, kann man daraus ein vortreffliches Wurfge
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;31.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;-schoss machen, das einen Gegner behindern kann. Der Schlängelbeutel wird mit der Kampftechnik
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;32.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Wurfwaffen
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;33.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;geworfen, hat eine Reichweite von 3/5/10 Schritt und der Angriff wird wie ein Angriff mit einer Wurfwaffe behandelt, man kann ihm also durch AW –2 oder einer Schilde-PA –2 entgehen. Gelingt der Angriff, erleidet das Opfer bis zum Ende der nächsten KR den Status
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;34.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Fixiert
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;35.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;. TP verursacht der Angriff aber nicht.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;36.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;37.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Braunschlinge oder Krakenseerose
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;38.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;39.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Messer
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;40.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;41.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;–1
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;42.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Schwammzunder
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;43.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;44.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Der weichgeklopfte und in Salzlake eingeweichte Zunderschwamm eignet sich getrocknet als leicht entzündbares Material. Mit Schwammzunder entzündetes Feuer erlischt selbst im Regen für 3 Stunden nicht. Mit Sand oder ähnlichem ist das Feuer dennoch normal schwer zu löschen.
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;45.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Zutaten
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;46.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Salzlake oder stark salziges Wasser, Zunderschwamm
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;47.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Typische Hilfsmittel
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;48.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Messer
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;49.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Verarbeitungsschwierigkeit
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;50.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;+2
PDTrueTypeFont RVXELG+GentiumBasic-Bold                                ;true  ;false   ;51.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Schwarzäugiges Amulett
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;52.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;53.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Eine getrocknete Blüte der Schwarzäugigen Canyzeth wird ins Innere eines aufklappbaren Amuletts gebettet. Das dunkle Zentrum der getrockneten Blüte scheint den Betrachter anzustarren. Während das Gegenüber sich
PDType0Font/PDCIDFontType2, PostScript name: PSYSJK+GentiumBasic       ;false ;false   ;54.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;im Bann der Blume befindet, fällt es leichter, ihm Ge
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;55.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;-heimnisse zu entlocken, vor allem aber Lügen als solche zu entlarven, da sie sich mehr und mehr in den Vordergrund seiner Gedanken drängen, bis sie herausquellen und schließlich versiegen. Ein kluger Diener der Hesinde kann einmal täglich für 30 Minuten mit seiner
PDTrueTypeFont IKMCPY+GentiumBasic-Italic                              ;false ;true    ;56.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Menschenkenntnis (Lügen durchschauen)
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;57.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;+3 auf die Wahrheit hinter den ausgespülten Lügen schließen. Nur wahrhaft listige Leute können dem Bann der Blüte widerstehen (bestandene Vergleichsprobe auf
PDType0Font/PDCIDFontType2, PostScript name: KNLORU+GentiumBasic-Italic;false ;true    ;58.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;Willenskraft
PDTrueTypeFont NPZGHO+GentiumBasic                                     ;false ;false   ;59.0  ;;151   ;-1.0 ;Archiv_der_Kräuter;1000;). Während der Hesindestunde, zwischen 05:00 und 06:00 Uhr, kann 1W20 geworfen werden: Bei einer 1 hat die Blüte ihre natürliche Wirkung beibehalten (siehe Seite
